"id","ride_id","created_at","timezone","device_type","fitness_discipline","ride_title","status","total_work","avg_difficulty","ride_duration","ride_image_url","instructor_id","instructor_name","distance","total_output","avg_pace","avg_speed","avg_output","avg_cadence","avg_resistance"
"876af53a630b421397c2be53fe4a4444","e3221134b9c94eb4865e2cd025a03331",2024-05-26 18:07:01,"America/New_York","apple_tv","Yoga","20 min Slow Flow","COMPLETE",0,4.7976,1200,"https://s3.amazonaws.com/peloton-ride-images/48159f66ca0edce8a58c41ae3e8a20162ce4c619/img_1696631766_e579d4224a6243bbb2b17d095d2367bb.png","a8c56f162c964e9392568bc13828a3fb","Anna Greenberg",NA,NA,NA,NA,NA,NA,NA
"582274a193754aa09258dc6da9b177a0","482b07b52b534621aa5b23888d6457a0",2024-05-26 17:50:52,"Etc/GMT+4","home_bike_plus","Strength","10 min Arms & Light Weights","COMPLETE",0,7.1354,600,"https://s3.amazonaws.com/peloton-ride-images/5d5bf42a7a3fc1a0067ef023e9b9500399ecb224/img_1715108764_2f7b9a9485df49b79ec3682d8e46bfd4.png","c9bd86e59b9b4f96981848467838aa9c","Tunde Oyeneyin",NA,NA,NA,NA,NA,NA,NA
"01e4268fc7c24dbdbf5e661408a318ef","9fe299de39ac488a871df3a46a6801e2",2024-05-25 19:24:57,"Etc/GMT+4","home_bike_plus","Strength","10 min Core Strength","COMPLETE",0,7.6285,600,"https://s3.amazonaws.com/peloton-ride-images/1712e34e99e08c62e1479cc6737583732ed23edd/img_1619613786_f5e8671ca948498e8905509dd52d6c8d.jpeg","05735e106f0747d2a112d32678be8afd","Olivia Amato",NA,NA,NA,NA,NA,NA,NA
"39bf3d6c2d37496ea14e8eef42770b07","4512d63ab8844626a58ab1bc53f3ea27",2024-05-25 18:47:54,"America/New_York","t21n8m2","Strength","20 min Strength Roll Call: Glutes & Legs","COMPLETE",0,7.398,1200,"https://s3.amazonaws.com/peloton-ride-images/f54240a04326fa7b91cd36be4cb0efe1f8282da6/img_1716292569_798e3ca593084704b9d488e405071af4.png","f962a2b1b34d424cabab73bef81bc8db","Adrian Williams",NA,NA,NA,NA,NA,NA,NA
"5b6f9526262b46458520babfd20945df","48468457f39e456a90c72ef790e420ea",2024-05-25 17:18:57,"Etc/GMT+4","home_bike_plus","Cycling","30 min Intervals & Arms Ride","COMPLETE",251581.07,7.4665,1800,"https://s3.amazonaws.com/peloton-ride-images/b5c116c795c571c1b2f8a115d3bbb58f538fef22/img_1715967510_cdf0da98b2c34280af77b474e4ecb9b1.png","696bd08dd5284accab065e2147b121d7","Camila Ramón",8.66,252,NA,17.3,140,66,50
"6c8db164649c474995122cfc230bfa01","454bcd6b0728401b9fe59aeae2cf3676",2024-05-24 19:11:17,"Etc/GMT+4","home_bike_plus","Strength","10 min Core Strength","COMPLETE",0,7.445,600,"https://s3.amazonaws.com/peloton-ride-images/3f5859f1db17ed56913b97303aa1b7aeb4b65a27/img_1610547634_8f6def04ed9a44ff80b0370fb6218439.png","05735e106f0747d2a112d32678be8afd","Olivia Amato",NA,NA,NA,NA,NA,NA,NA
"236844537cf34ed2ae019614a5d4e499","4ae66907924e476cb10bbf50977269de",2024-05-24 18:41:42,"America/New_York","t21n8m2","Strength","20 min Arms & Shoulders Strength","COMPLETE",0,7.2127,1200,"https://s3.amazonaws.com/peloton-ride-images/4105980910f1943e2a5ea76b42c523f48545fa42/img_1716300782_4bfabdd8ee1f43cc9ed15acbf4ccede2.png","c406f36aa2a44a5baf8831f8b92f6920","Robin Arzón",NA,NA,NA,NA,NA,NA,NA
"756a49a1f89a4b9382e56e9ace19494a","d78e709c7e95455581b540a0dcb49b59",2024-05-24 17:12:05,"Etc/GMT+4","home_bike_plus","Cycling","30 min 80s Pop Ride","COMPLETE",291222.31,7.9143,1800,"https://s3.amazonaws.com/peloton-ride-images/bbc7eb20f83d008d13bf3dea7ba63b18dec82eab/img_1715962248_18250d82f85741ccb9e9e09865e80a35.png","048f0ce00edb4427b2dced6cbeb107fd","Jess King",9.84,291,NA,19.7,162,79,48
"e21acd7bee4a47bf9b007ee26c34c7b0","9d848fb785fa4ab1b705405f5121cc78",2024-05-23 19:31:33,"Etc/GMT+4","home_bike_plus","Bike Bootcamp","30 min Bootcamp: Upper Body","COMPLETE",173710.77,7.8278,1800,"https://s3.amazonaws.com/peloton-ride-images/f974c8b7d1c9d56da7c902b27ba3cd00dfb6f230/img_1690913043_c381083eef524fefa5efda34a4e99489.png","1b79e462bd564b6ca5ec728f1a5c2af0","Jess Sims",5.58,174,NA,20.4,178,84,49
"f4072157597847b2b3c645a348baac3c","1706229ae2c44fe385829a6f4d390fac",2024-05-22 23:06:57,"Etc/GMT+4","home_bike_plus","Stretching","5 min Post-Ride Stretch","COMPLETE",0,3.215,300,"https://s3.amazonaws.com/peloton-ride-images/97746043460c8bd2e0b392fc9b309230fba604f1/img_1715023717_a4ca34e66a98410b9d28312f9c264c43.png","4904612965164231a37143805a387e40","Kendall Toole",NA,NA,NA,NA,NA,NA,NA
"e4920297c6b64c78bf7e21c84615aa74","6b6247c5632448a0a0382cdb198c0e0c",2024-05-22 22:44:09,"Etc/GMT+4","home_bike_plus","Cycling","20 min HIIT Ride","COMPLETE",217472.28,8.603,1200,"https://s3.amazonaws.com/peloton-ride-images/46077220f14597d2e6ffa5dcd4a66b25886dc2b7/img_1712228025_3c931abecaf04609b81284281ecf5b0c.png","05735e106f0747d2a112d32678be8afd","Olivia Amato",6.85,217,NA,20.6,181,81,50
"a2e727a776af4b158a1adc05e9137deb","83e5fd2ca56c4c989dce9e6081909f5f",2024-05-22 22:25:08,"Etc/GMT+4","home_bike_plus","Strength","10 min Core Strength","COMPLETE",0,7.2771,600,"https://s3.amazonaws.com/peloton-ride-images/86dfdab1c8b09861290bd6e11563cda7220e4983/img_1631626281_624c0fac56374c7fa17f9302270ac609.png","05735e106f0747d2a112d32678be8afd","Olivia Amato",NA,NA,NA,NA,NA,NA,NA
"b6a964b349cb49198d01d8e691da1083","703b7965ecc944e292a79bc75176d6ea",2024-05-22 21:57:11,"America/New_York","t21n8m2","Strength","20 min Arms & Shoulders Strength","COMPLETE",0,7.2402,1200,"https://s3.amazonaws.com/peloton-ride-images/d7b6ae54b61962e78de64efc81129b8ebcb91b25/img_1715867057_06e06cca604a4c778239d38df3cf8fd5.png","f962a2b1b34d424cabab73bef81bc8db","Adrian Williams",NA,NA,NA,NA,NA,NA,NA
"1559876dfc764801932896e24a003db1","afde862bbae94fb4a73de1a7b99a3e0d",2024-05-21 17:25:24,"Etc/GMT+4","home_bike_plus","Cycling","30 min Body Appreciation Ride","COMPLETE",303917.91,6.9107,1800,"https://s3.amazonaws.com/peloton-ride-images/63913d9e2f6bf07519f8b5b2d8a05fb0da1fb780/img_1716314993_51bc225fddad4613901bf5e39b706417.png","c0a9505d8135412d824cf3c97406179b","Leanne Hainsby",10.01,304,NA,20,169,83,47
"5ac754dddf5f4d3fa918d6a93d6c9d59","f0119193dcd54a4cabee05c3b3b5eb1b",2024-05-20 23:38:56,"Etc/GMT+4","home_bike_plus","Stretching","5 min Post-Ride Stretch","COMPLETE",0,3.2271,300,"https://s3.amazonaws.com/peloton-ride-images/7d8f19d0988cc6334e064ea84dc86b9720ba5c5b/img_1711451180_ff21633a554c4443899e2d7f4ebd6487.png","731d7b7f6b414a49892c21f01e25317d","Ally Love",NA,NA,NA,NA,NA,NA,NA
"5f8b577f4aae428cbdd517ad00c6bd69","57c61866bf7c4763b4d83267f28f3a48",2024-05-20 23:05:34,"Etc/GMT+4","home_bike_plus","Cycling","30 min Intervals & Arms Ride","COMPLETE",291024.3,7.6295,1800,"https://s3.amazonaws.com/peloton-ride-images/fc336696da5bbc73714a40be722d948418e68191/img_1715897035_ba55df2900dd456ebb2d15782b85be84.png","baf5dfb4c6ac4968b2cb7f8f8cc0ef10","Cody Rigsby",9.78,291,NA,19.6,162,78,48
"9b821f6d64004ce69a70413dfb87db71","decc86ed497641e297496c504005d5c2",2024-05-20 22:25:06,"America/New_York","t21n8m2","Strength","20 min Mother's Day Upper Body Strength","COMPLETE",0,6.9613,1200,"https://s3.amazonaws.com/peloton-ride-images/d84954ba6a6afb76efc5d012428b4bf9d7f384ea/img_1714582390_80fc680b9a604ca2b51623e8ea250e89.png","040ab78d62a74cfc9954c0e320815993","Selena Samuela",NA,NA,NA,NA,NA,NA,NA
"aa3e7c55a47142abb9714f06c0227da8","a7a662d61d8642c18778e18668abd6fc",2024-05-19 13:59:59,"Etc/GMT+4","home_bike_plus","Cycling","30 min 2000s Ride","COMPLETE",301714.83,7.3516,1800,"https://s3.amazonaws.com/peloton-ride-images/1defe044c790497919c7bb4e86f5b552a3cae175/img_1714752200_facfe2e14ea14c31932797d260123bb2.png","baf5dfb4c6ac4968b2cb7f8f8cc0ef10","Cody Rigsby",9.98,302,NA,20,168,80,49
"ba5d87d27b544fdfbfa4a98278004bfb","d1e5ced820b841208027ed634ce0c12d",2024-05-18 00:09:31,"Etc/GMT+4","home_bike_plus","Cycling","30 min Intervals & Arms Ride","COMPLETE",217771.5,7.7649,1800,"https://s3.amazonaws.com/peloton-ride-images/1194d052a1c73d534e37ded146696e36a31eaf7f/img_1715773828_2a01a8d2081546afaa0b569b318de491.png","c9bd86e59b9b4f96981848467838aa9c","Tunde Oyeneyin",7.35,218,NA,14.7,121,60,46
"3a0416e1065e466eb0e089cce13b2da2","2c5c648e60b3426ea00898d7aae16fb3",2024-05-15 21:29:48,"Etc/GMT+4","home_bike_plus","Stretching","5 min Post-Ride Stretch","COMPLETE",0,3.1821,300,"https://s3.amazonaws.com/peloton-ride-images/64151845b8d76d6437bef7cc69ba0f0d2ccc7dc3/img_1711044727_e7b1f31077124aee9bfe81b1d3575708.png","561f95c405734d8488ed8dcc8980d599","Hannah Corbin",NA,NA,NA,NA,NA,NA,NA
"75b4c74c16af4927a21d77739d25900c","aa571f0d261e427aa6b58a3a43519e45",2024-05-15 20:54:48,"Etc/GMT+4","home_bike_plus","Cycling","30 min EDM Ride","COMPLETE",307314.1,8.1946,1800,"https://s3.amazonaws.com/peloton-ride-images/4d160cf7534ada8ec2cbca7d3b7ecd824d8bb37d/img_1708788841_bc34a4ec3157459db3593959cffa1f53.png","696bd08dd5284accab065e2147b121d7","Camila Ramón",10.06,307,NA,20.1,171,81,48
"daff5a03b4d2496184ed5f5dbf4bfd73","66e13ab82893424982307593b4f3a116",2024-05-14 21:18:38,"Etc/GMT+4","home_bike_plus","Cycling","30 min Pop Ride","COMPLETE",310287.05,8.0596,1800,"https://s3.amazonaws.com/peloton-ride-images/945ec2e412a879b42458ebd6cb9ee16800c2ee45/img_1714768363_7008ef2a175c4641a82a52bf60d6e1f9.png","05735e106f0747d2a112d32678be8afd","Olivia Amato",10.09,310,NA,20.2,172,82,48
"e87a0d49d11a4f77a732e504697e1ed9","308a675e01994c82ac8b50b882fe071c",2024-05-13 23:19:39,"Etc/GMT+4","home_bike_plus","Cycling","45 min Intervals & Arms Ride","COMPLETE",309141.4,8.2415,2700,"https://s3.amazonaws.com/peloton-ride-images/fba6f7e038f11aea37ea9654eee9a5b79b2d05ab/img_1712750707_7927dce8e8b442429bb82128d17f67e1.png","c9bd86e59b9b4f96981848467838aa9c","Tunde Oyeneyin",11.48,309,NA,15.3,115,66,44
"9fd8bebc08bf4176a721423956ef23ef","7c450fb8460c470ca39936029c4579e1",2024-05-12 21:43:31,"Etc/GMT+4","home_bike_plus","Cycling","30 min Intervals & Arms Ride","COMPLETE",239620.89,7.8367,1800,"https://s3.amazonaws.com/peloton-ride-images/f20d60c8f9a2cc4006039228e43e38e388b7ecff/img_1712661571_12ac5aa40a4f46dc8cafa60b2ed83df3.png","731d7b7f6b414a49892c21f01e25317d","Ally Love",8.81,240,NA,17.6,133,73,45
"3da8e2efaf154e17a8d13a57a5596347","8d13d4855fe043d3a099a6b2ae490753",2024-05-07 23:51:18,"America/Chicago","iPhone","Strength","10 min Arms & Shoulders Strength","COMPLETE",0,6.8238,600,"https://s3.amazonaws.com/peloton-ride-images/510634ae5ef690995a662c92df5fab7d2147b930/img_1702674209_71f514e60d244978b198237260e4266c.png","a606b2c39c194bcc80f9a541b97b4537","Matty Maggiacomo",NA,NA,NA,NA,NA,NA,NA
"7ebb4540aac94a698c69b4468e6c2318","b763bfde11334204b0698a69ec578442",2024-05-07 23:14:42,"America/Chicago","iPhone","Walking","30 min Walk + Run","COMPLETE",0,6.9553,1800,"https://s3.amazonaws.com/peloton-ride-images/472d614ed66df5efcff1eb7c96dd70046d75fd11/img_1699628706_a8b8775dea9b472e8d99eae2883429c0.png","048f0ce00edb4427b2dced6cbeb107fd","Jess King",2.37,NA,12.13,4.9,NA,NA,NA
"62e565d57ee64a408908db45af73a0db","b3e1d895aea64049902135332f4aed66",2024-05-05 22:39:36,"Etc/GMT+4","home_bike_plus","Cycling","30 min Rock Ride","COMPLETE",289816.02,8.0805,1800,"https://s3.amazonaws.com/peloton-ride-images/72666b40b13bac5a0ec5f0d7d0d94dd13cd7fa1f/img_1714919774_b4e4405f69db4c0e935c900adf085250.png","4904612965164231a37143805a387e40","Kendall Toole",9.81,290,NA,19.6,161,80,47
"9d5a2771dffe4940afb767e59f2e801d","7a3e5ddef4cd48c4ada901284d2becb6",2024-05-05 22:26:44,"Etc/GMT+4","home_bike_plus","Cycling","10 min Warm Up Ride","COMPLETE",100727.87,5.182,600,"https://s3.amazonaws.com/peloton-ride-images/a1c6c646060030214e2f38533b83f376c37c281b/img_1678394715_fc9e79c4471f410b8ce089f2cd464d39.png","baf5dfb4c6ac4968b2cb7f8f8cc0ef10","Cody Rigsby",3.33,101,NA,20,168,87,45
"ca3217cd3ce6458683ef1f7de1fcac5f","5eadc64bf2094921af2cc6f28a109d87",2024-05-02 16:18:02,"America/New_York","iPhone","Walking","30 min Walk + Run","COMPLETE",0,7.2292,1800,"https://s3.amazonaws.com/peloton-ride-images/6c4be7a5aee3c06c9c126ddd646e0f4dd04d61ee/img_1711295374_af4dd59f2e634989bdbf9d965f3c159c.png","048f0ce00edb4427b2dced6cbeb107fd","Jess King",2.29,NA,12.35,4.9,NA,NA,NA
"f95347b6a75241bd941269dbe7f78727","daefd72ecf434619a9fe8732177ef5d8",2024-05-01 22:57:54,"America/New_York","t21n8m2","Strength","20 min Arms & Shoulders Strength","COMPLETE",0,6.908,1200,"https://s3.amazonaws.com/peloton-ride-images/168d900f86f93a7b833bd0ffa54c8e1edf822361/img_1712574762_b3fcde1a0e094a36884cd3058aa3ec3b.png","7f3de5e78bb44d8591a0f77f760478c3","Ben Alldis",NA,NA,NA,NA,NA,NA,NA
"ac37f323667f47688960ede84d2c710d","b9a1523451db4dd2a23dc102344050b9",2024-05-01 21:47:42,"America/New_York","iPhone","Walking","30 min Walk + Run","COMPLETE",0,7.1817,1800,"https://s3.amazonaws.com/peloton-ride-images/8f020e61c7b4919512b1a1d9800621f9a1a1d5ea/img_1711719591_753f5d1958bf40718e4b8bd7aca8fa8e.png","05735e106f0747d2a112d32678be8afd","Olivia Amato",2.45,NA,10.74,5.6,NA,NA,NA
"00f9d3915b0d4c96860fd0a262f75f6e","810c580394e148afa99a71f36571bd58",2024-04-30 22:29:52,"America/New_York","t21n8m2","Strength","20 min Chest & Back Strength","COMPLETE",0,6.968,1200,"https://s3.amazonaws.com/peloton-ride-images/6dc8c867c9ec1c30b2a31b3d393dc6ae04d4607d/img_1714388352_5c9e65e164f9467ab3b3b4d860692c21.jpg","7f3de5e78bb44d8591a0f77f760478c3","Ben Alldis",NA,NA,NA,NA,NA,NA,NA
"38f1ce35c6c44593ab2d00cf69b2a617","4002d558024644e2a441a7647d9b2b59",2024-04-30 21:43:53,"Etc/GMT+4","home_bike_plus","Cycling","30 min Intervals & Arms Ride","COMPLETE",271308.15,7.6602,1800,"https://s3.amazonaws.com/peloton-ride-images/298aa773226a9afb9050ab03a8f667c1d8a8b06d/img_1711480440_87b8ee1143af4c36a17cf5c272ade344.png","c0a9505d8135412d824cf3c97406179b","Leanne Hainsby",9.35,271,NA,18.7,151,77,47
"ec0186bc2b94476782e2cdf38887c972","6c1b459e93434f1d9f660b36c8cb934f",2024-04-29 23:31:26,"America/New_York","t21n8m2","Strength","30 min Arms & Shoulders Strength","COMPLETE",0,7.4016,1800,"https://s3.amazonaws.com/peloton-ride-images/920f2de66615c1ff2412081b28c651bbe235950c/img_1711633257_3fd4d30a1c9c4c6a882103aaec5188cd.png","7f3de5e78bb44d8591a0f77f760478c3","Ben Alldis",NA,NA,NA,NA,NA,NA,NA
"2c0ed9903f8146d98f8ac8027e41a139","e0d774ea1d024323be063c469e21ca6b",2024-04-29 22:23:25,"Etc/GMT+4","home_bike_plus","Cycling","30 min House Ride","COMPLETE",299868.73,8.0393,1800,"https://s3.amazonaws.com/peloton-ride-images/4bc31db7a5f02b3567a4fdace46648175990ae0f/img_1712324478_723cf61d796d4a418defed626678bab3.png","048f0ce00edb4427b2dced6cbeb107fd","Jess King",9.96,300,NA,19.9,167,82,47
"753bab7df23245d4b557bcb7b8d52fbe","eea6af746e0d40ed98a00723bcdb0a8f",2024-04-24 00:54:39,"Etc/GMT+4","home_bike_plus","Stretching","5 min Post-Ride Stretch","COMPLETE",0,3.227,300,"https://s3.amazonaws.com/peloton-ride-images/750d76e4e0c64bdda339bf1010a9912a3b1bfb9e/img_1712871118_fabde2e7fe3048489494398ff7f6a3ac.png","c406f36aa2a44a5baf8831f8b92f6920","Robin Arzón",NA,NA,NA,NA,NA,NA,NA
"58a6167c5a144b2f84ec0437ace61539","95dce4fb9e2e4b408700d9d0a4ed8076",2024-04-24 00:30:05,"Etc/GMT+4","home_bike_plus","Cycling","20 min House Ride","COMPLETE",206918.02,7.8971,1200,"https://s3.amazonaws.com/peloton-ride-images/69bbadce2ec0b30ec696e7a1ff5b1813629d9ec7/img_1712226701_d3736329d56f47e1981c6c461c78fd5b.png","05735e106f0747d2a112d32678be8afd","Olivia Amato",6.73,207,NA,20.2,172,84,47
"7aafef0b0f314c4493434fb586bd3f0b","86baa1df875f495ab4e71f5cccd43ba4",2024-04-20 21:33:19,"Etc/GMT+4","home_bike_plus","Stretching","10 min Lower Body Stretch","COMPLETE",0,4.1632,600,"https://s3.amazonaws.com/peloton-ride-images/96961df2f090b55232ef16f8f150df2537bab6d1/img_1695153943_2d9b9ad7ffe2407cbce030643efcfd35.png","c9fa21c2004c4544a7c35c28a6196c77","Andy Speer",NA,NA,NA,NA,NA,NA,NA
"130385478f5e44f19da8cf77713e0eca","303e114b3c254094bb6b20d550412e08",2024-04-20 20:06:40,"Etc/GMT+4","home_bike_plus","Cycling","60 min Pop Ride","COMPLETE",521340.77,8.0121,3600,"https://s3.amazonaws.com/peloton-ride-images/dac34b05c24e767dfb081612706e2bd4db10b5de/img_1677333851_9ca3e896ae794d6c95e46f72dd56efdb.png","f6f2d613dc344e4bbf6428cd34697820","Emma Lovewell",18.83,521,NA,18.8,145,80,45
"1885b7f8f8c54bce8f1a26aa4a9cf334","71f05ca2f8cb448097128c2fee6501ce",2024-04-20 16:18:42,"Etc/GMT+4","home_bike_plus","Cycling","45 min Techno Ride","COMPLETE",377015.36,8.8266,2700,"https://s3.amazonaws.com/peloton-ride-images/d2a4712e2dd9b168b2bd777a454492be74c7e7b4/img_1711115624_296d400a276e4f5782618bc32bf5adc6.png","048f0ce00edb4427b2dced6cbeb107fd","Jess King",13.91,377,NA,18.6,140,80,45
"a20cb5de6f6b4429a28461eae57bbbc3","a50ff3eea01b4e7d8c9031af5ccd5089",2024-04-20 15:03:54,"Etc/GMT+4","home_bike_plus","Cycling","60 min Reggaeton Ride","COMPLETE",568523.85,8.0517,3600,"https://s3.amazonaws.com/peloton-ride-images/316dab8e883ac0366d59c332db855e75c2e227a3/img_1676035119_304f75e538924a60b926e753592d30d7.png","696bd08dd5284accab065e2147b121d7","Camila Ramón",19.51,569,NA,19.5,158,83,46
"fbf7dc9dd4d34e5c84259652747d7281","6b7d6fd704024db896506f8617d7f7d1",2024-04-18 21:39:40,"Etc/GMT+4","home_bike_plus","Bike Bootcamp","30 min Bootcamp: Core","COMPLETE",162575.1,7.8223,1800,"https://s3.amazonaws.com/peloton-ride-images/31547dc255d0b9f87170f41f4652556091401320/img_1712081096_9ca6d292baca4d73984e6616ac957606.png","1b79e462bd564b6ca5ec728f1a5c2af0","Jess Sims",5.44,163,NA,19.8,164,73,52
"146d4710d53f4456a291c03dce13c166","a8f619b66372432fa947dbda0ae6a68d",2024-04-17 22:25:15,"Etc/GMT+4","home_bike_plus","Strength","10 min Core Strength","COMPLETE",0,6.9328,600,"https://s3.amazonaws.com/peloton-ride-images/586da2a095390ff34922e7580e43d815895cb6d5/img_1708713813_fbf99d5fb1d94c1d9df1e0faa15a03ce.png","efd71bafb8c544e98a8d3882531f2976","Rebecca Kennedy",NA,NA,NA,NA,NA,NA,NA
"a578d75a83a7493a8ab3a6065da398e0","9ef96cc6f15e46c3b2d4291e66d5a67b",2024-04-17 21:59:59,"America/New_York","t21n8m2","Strength","20 min Upper Body Strength","COMPLETE",0,7.0038,1200,"https://s3.amazonaws.com/peloton-ride-images/7bfd2674da8df95ec71505edcc531d06dd4a632a/img_1708728845_9b8febd60b2841a897424a6f14cc821f.png","040ab78d62a74cfc9954c0e320815993","Selena Samuela",NA,NA,NA,NA,NA,NA,NA
"1deafb49cf134b1fb59c28b8b0fcf6cf","7c450fb8460c470ca39936029c4579e1",2024-04-17 19:41:47,"Etc/GMT+4","home_bike_plus","Cycling","30 min Intervals & Arms Ride","COMPLETE",255660.41,7.7944,1800,"https://s3.amazonaws.com/peloton-ride-images/f20d60c8f9a2cc4006039228e43e38e388b7ecff/img_1712661571_12ac5aa40a4f46dc8cafa60b2ed83df3.png","731d7b7f6b414a49892c21f01e25317d","Ally Love",8.83,256,NA,17.7,142,76,45
"29bd22bd1439443397ba2ed851d9eab5","bc1f713f29b74b43af092b57b6d5f9fb",2024-04-16 22:49:04,"Etc/GMT+4","home_bike_plus","Stretching","5 min Post-Ride Stretch","COMPLETE",0,3.3816,300,"https://s3.amazonaws.com/peloton-ride-images/fd0a58b512a84fb99007c884b8892e9d29b4cb36/img_1699923280_25769e0dbfa54802b9ca125caacfbbaa.png","2e57092bee334c8c8dcb9fe16ba5308c","Alex Toussaint",NA,NA,NA,NA,NA,NA,NA
"364d5a4762ea4678921c8979273b2515","60b2c956e7c9407c934c557ba85589a2",2024-04-16 22:10:07,"Etc/GMT+4","home_bike_plus","Cycling","30 min Intervals & Arms Ride","COMPLETE",279409.07,7.854,1800,"https://s3.amazonaws.com/peloton-ride-images/9d0dcac477a95956c57bbb6737f72c09375c9892/img_1713026008_50aa8e4786f249b1b3e9554ff2977f13.png","baf5dfb4c6ac4968b2cb7f8f8cc0ef10","Cody Rigsby",9.63,279,NA,19.3,155,82,46
"25afc594fc414d048fd15966e650646b","b3031f7166914eaa968714a8a832e4b2",2024-04-16 21:42:24,"America/New_York","t21n8m2","Strength","20 min Chest & Back Strength","COMPLETE",0,7.2452,1200,"https://s3.amazonaws.com/peloton-ride-images/df4d22b878d571f34feaf5b977f89c8dfa79001e/img_1712660183_b993028a300643fcbd8d5235977498c3.png","7bb6ed1c35134642a9fe019c491c32b5","Jermaine Johnson",NA,NA,NA,NA,NA,NA,NA
"3320c220c6a9409e97e0f1b3d38df61c","f4c7f98cdcb24d19ac91668374b7ce53",2024-04-15 22:58:54,"America/New_York","t21n8m2","Strength","20 min Arms & Shoulders Strength","COMPLETE",0,7.9048,1200,"https://s3.amazonaws.com/peloton-ride-images/deb94390aa3071e8f0d7a30c4b659063fa7ad2c5/img_1696362207_c58717fa332746dea14bde7179d5f074.png","c9fa21c2004c4544a7c35c28a6196c77","Andy Speer",NA,NA,NA,NA,NA,NA,NA
"3946cf615d564f85aabcf038ed2f6c9f","a0046fd7c3d34a0da18597f4a6d0c5f1",2024-04-15 22:22:14,"Etc/GMT+4","home_bike_plus","Stretching","5 min Post-Ride Stretch","COMPLETE",0,3.0237,300,"https://s3.amazonaws.com/peloton-ride-images/0911dc2185fc8f04938ff2f150866bb1680b1a55/img_1702560837_78f1c741522848bbb170830d977219f9.png","304389e2bfe44830854e071bffc137c9","Matt Wilpers",NA,NA,NA,NA,NA,NA,NA
"48d01ed8fc7a4877be4fd15409897101","2533f01522dd4710bb35ed229b04a33c",2024-04-15 21:42:23,"Etc/GMT+4","home_bike_plus","Cycling","30 min Feel Good Ride","COMPLETE",303240.9,7.6034,1800,"https://s3.amazonaws.com/peloton-ride-images/e2a52f52b03a7a84349b79ba24ecfcbac408c9aa/img_1713112503_a99fd0c0dca143f6a44e73dd91cbd25a.png","731d7b7f6b414a49892c21f01e25317d","Ally Love",10,303,NA,20,168,82,47
"6d49c73b677443378facc1bac9570f25","1cd4b192eee64702b8adc83b44f44a67",2024-04-13 19:39:42,"Etc/GMT+4","home_bike_plus","Stretching","5 min Post-Ride Stretch","COMPLETE",0,3.1754,300,"https://s3.amazonaws.com/peloton-ride-images/8d66d1e7a23ccb38637d43a51a8ea6ad3ed21429/img_1712015490_e5cac974fa1c45e5a338049fbda81957.png","2e57092bee334c8c8dcb9fe16ba5308c","Alex Toussaint",NA,NA,NA,NA,NA,NA,NA
"33a889a7f4904e34882b1740a015f94a","e3e96ca0d979481fb3d9d7058ff39a1f",2024-04-13 19:06:37,"Etc/GMT+4","home_bike_plus","Cycling","30 min Intervals & Arms Ride","COMPLETE",234432.47,7.913,1800,"https://s3.amazonaws.com/peloton-ride-images/88caef0f76ca40e45dec31534b074f4f863e15a4/img_1711540050_bac3318d5c244834908cd9b24170f013.png","c9bd86e59b9b4f96981848467838aa9c","Tunde Oyeneyin",7.91,234,NA,15.8,130,66,45
"81b1814a5a7a47888569dbcca921e9a6","19d5bc1744e545448409b9a68e578dd5",2024-04-11 23:22:05,"Etc/GMT+4","home_bike_plus","Cycling","30 min EDM Ride","COMPLETE",280482.55,8.3604,1800,"https://s3.amazonaws.com/peloton-ride-images/2d0f708a7c6c3d27c27e79e6fae75815aa95844c/img_1712833127_b3984e7b9cdf48db95aedf5f166baf1a.png","05735e106f0747d2a112d32678be8afd","Olivia Amato",9.67,280,NA,19.3,156,83,45
"f588bb925537484b84e061de30a6b3f3","71df508908c74093af9876428cab3829",2024-04-11 01:18:34,"Etc/GMT+4","home_bike_plus","Stretching","5 min Post-Ride Stretch","COMPLETE",0,3.2459,300,"https://s3.amazonaws.com/peloton-ride-images/183859a3ac9177bd29cc31fb7fee69ac9344c670/img_1706631859_212226023001471f8464f4c19552a554.png","51702da3a4684b988d31d89eebb43175","Jenn Sherman",NA,NA,NA,NA,NA,NA,NA
"3fcbd690d893458f98c96828cd35762a","3239ef31765c4c3aa650c3faf94dbfed",2024-04-11 00:44:14,"Etc/GMT+4","home_bike_plus","Cycling","30 min Tabata Ride","COMPLETE",290071.36,8.4242,1800,"https://s3.amazonaws.com/peloton-ride-images/b8aa02769301e47ec12227ba2a2984d2f4ef1b4c/img_1712660537_5fef5ad9fb45445ea0d149494368c89d.png","731d7b7f6b414a49892c21f01e25317d","Ally Love",9.79,290,NA,19.6,161,84,45
"6751bbf9d0cc4723aa636d7dde3d12b2","39850e9420214cc2b8fe2201107f016d",2024-04-07 14:42:06,"Etc/GMT+4","home_bike_plus","Stretching","5 min Post-Ride Stretch","COMPLETE",0,3.4444,300,"https://s3.amazonaws.com/peloton-ride-images/8e9648246b7d9689a33e4fa74f0363aa528c72a7/img_1707254543_9adbb3d38cf84a3ab9710b336957e04a.png","c9bd86e59b9b4f96981848467838aa9c","Tunde Oyeneyin",NA,NA,NA,NA,NA,NA,NA
